antecedent,consequent,confidence
[2462],[1905],0.886039886039886
[4227],[571],0.8732394366197183
"[1905, 2470]",[2452],0.8925373134328358
"[2452, 2470]",[1905],0.9492063492063492
"[2862, 3333]",[4306],0.9314641744548287
"[3333, 4306]",[1905],0.907185628742515
"[1905, 3333]",[4306],0.8757225433526011
"[2452, 3333]",[1905],0.9323076923076923
"[1905, 4330]",[3962],0.8735294117647059
"[3962, 4330]",[1905],0.939873417721519
"[1905, 3610]",[1798],0.9025787965616046
"[2452, 3610]",[1905],0.940251572327044
"[1798, 1905]",[2452],0.85625
"[1798, 3610]",[1905],0.8948863636363636
"[571, 4345]",[1905],0.861671469740634
"[1905, 4345]",[571],0.8952095808383234
"[329, 1905]",[2452],0.8888888888888888
"[329, 4306]",[1905],0.9041916167664671
"[329, 2452]",[1905],0.9074626865671642
"[1905, 2874]",[2452],0.8683473389355743
"[2372, 2874]",[1905],0.9166666666666666
"[2874, 3962]",[1905],0.9475308641975309
"[2874, 3938]",[1905],0.926605504587156
"[2874, 4306]",[1905],0.9209726443768997
"[2452, 2874]",[1905],0.9226190476190477
"[1615, 1905]",[4306],0.8768328445747801
"[1615, 4306]",[1905],0.8898809523809523
"[3905, 4306]",[2862],0.9116022099447514
"[2862, 3905]",[4306],0.9322033898305084
"[1905, 3756]",[2452],0.9003021148036254
"[2452, 3756]",[1905],0.8869047619047619
"[483, 1905]",[4306],0.8551532033426184
"[483, 2452]",[1905],0.933933933933934
"[483, 4306]",[1905],0.908284023668639
"[312, 571]",[2452],0.8650137741046832
"[312, 2122]",[571],0.9327217125382263
"[571, 2122]",[2452],0.8473804100227791
"[312, 2862]",[571],0.9134328358208955
"[312, 2452]",[571],0.8997134670487106
"[1406, 1905]",[2452],0.875
"[1406, 3860]",[1905],0.9495268138801262
"[1406, 3938]",[1905],0.9592476489028213
"[1406, 2862]",[1905],0.9541284403669725
"[1406, 2452]",[1905],0.9518413597733711
"[1905, 3320]",[2452],0.8847262247838616
"[3320, 3962]",[1905],0.9287925696594427
"[2452, 3320]",[1905],0.8847262247838616
"[3079, 3962]",[1905],0.9326145552560647
"[1905, 3079]",[3962],0.9057591623036649
"[3938, 3962]",[1905],0.911487758945386
"[1905, 3079, 3938]",[3962],0.9292307692307692
"[1905, 3079, 3962]",[4306],0.884393063583815
"[1905, 3938, 3962]",[2452],0.8966942148760331
"[3079, 3938, 3962]",[1905],0.937888198757764
"[1905, 2452, 3079]",[3962],0.9221556886227545
"[1905, 3079, 4306]",[3962],0.9080118694362018
"[2452, 3079, 4306]",[1905],0.9552715654952076
"[2452, 3079, 3962]",[1905],0.9565217391304348
"[1905, 3962, 4306]",[2452],0.8906560636182903
"[3079, 3962, 4306]",[1905],0.9444444444444444
"[1905, 2580]",[4306],0.8461538461538461
"[2580, 3860]",[1905],0.9230769230769231
"[2580, 3938]",[1905],0.9151515151515152
"[1962, 2580]",[1905],0.8945783132530121
"[2580, 3962]",[1905],0.933933933933934
"[2452, 2580]",[1905],0.9142011834319527
"[2580, 4306]",[1905],0.9085545722713865
"[708, 1905]",[4306],0.8681948424068768
"[708, 2452]",[1905],0.8837209302325582
"[708, 4306]",[1905],0.8731988472622478
"[1102, 1905]",[4306],0.8622589531680441
"[1102, 3962]",[1905],0.945859872611465
"[1102, 3624]",[1905],0.92
"[1102, 1220]",[1905],0.911042944785276
"[1102, 4432]",[1905],0.8978978978978979
"[1102, 4306]",[1905],0.8917378917378918
"[571, 1102]",[1905],0.8794117647058823
"[1799, 1905]",[2452],0.8810810810810811
"[1799, 3962]",[1905],0.9495268138801262
"[607, 1799]",[1905],0.9
"[607, 1905]",[4306],0.8613445378151261
"[1799, 4432]",[1905],0.9154078549848943
"[1799, 2452]",[1905],0.9209039548022598
"[1798, 2452]",[1905],0.9174107142857143
"[299, 2452]",[1905],0.9040697674418605
"[299, 1905]",[4306],0.8651685393258427
"[299, 2862]",[4306],0.8958333333333334
"[299, 4306]",[1905],0.8850574712643678
"[1307, 1905]",[4432],0.8654353562005277
"[1307, 2782]",[1905],0.9428571428571428
"[191, 1307]",[1905],0.9465408805031447
"[191, 1905]",[2452],0.9148073022312373
"[1307, 3938]",[1905],0.9422492401215805
"[1307, 3962]",[1905],0.939209726443769
"[1307, 1962]",[1905],0.9209726443768997
"[1307, 2372]",[1905],0.9365558912386707
"[1307, 3624]",[1905],0.9253731343283582
"[1307, 4432]",[1905],0.923943661971831
"[1307, 4306]",[1905],0.9294117647058824
"[1220, 1905]",[2452],0.8366935483870968
"[1905, 3151]",[2452],0.8934426229508197
"[571, 3151]",[2452],0.8535211267605634
"[1905, 3917]",[571],0.8586666666666667
"[2782, 3917]",[1905],0.9371069182389937
"[3917, 3962]",[1905],0.9433962264150944
"[3917, 4432]",[1905],0.9272727272727272
"[571, 3917]",[1905],0.8969359331476323
"[2862, 3368]",[4306],0.9121212121212121
"[3368, 4306]",[1905],0.9011299435028248
"[1905, 3368]",[4306],0.8715846994535519
"[3368, 4432]",[1905],0.9003021148036254
"[3368, 3962]",[1905],0.9214501510574018
"[3368, 3860]",[1905],0.9186746987951807
"[2452, 3368]",[1905],0.8997050147492626
"[1754, 4306]",[1905],0.9247311827956989
"[1754, 1905]",[4306],0.8911917098445595
"[571, 1754]",[1905],0.9109792284866469
"[1754, 1905, 2452]",[4306],0.9039039039039038
"[1754, 1905, 4306]",[2862],0.8895348837209303
"[1754, 2452, 4306]",[1905],0.9525316455696202
"[1754, 1905, 2862]",[4306],0.9329268292682927
"[1754, 2862, 4306]",[1905],0.9357798165137615
"[1110, 1905]",[2452],0.8493506493506493
"[1110, 2782]",[1905],0.9259259259259259
"[1110, 2862]",[1905],0.9259259259259259
"[1110, 3624]",[1905],0.9181818181818182
"[1110, 1220]",[1905],0.9066265060240963
"[1110, 4432]",[1905],0.9285714285714286
"[1110, 2372]",[1905],0.9080118694362018
"[1110, 3938]",[1905],0.9262536873156342
"[1110, 2452]",[1905],0.9289772727272727
"[1110, 3860]",[1905],0.935672514619883
"[1110, 1962]",[1905],0.9154518950437318
"[1110, 4306]",[1905],0.9277456647398844
"[1145, 1905]",[4306],0.8360215053763441
"[1145, 3962]",[1905],0.9129129129129129
"[1145, 3860]",[1905],0.908284023668639
"[1145, 2452]",[1905],0.9120234604105572
"[1145, 1962]",[1905],0.892128279883382
"[1145, 3938]",[1905],0.9101449275362319
"[1145, 2152]",[1905],0.8641618497109826
"[1905, 2152]",[4306],0.8391304347826087
"[1145, 4306]",[1905],0.8885714285714286
"[1144, 1905]",[4306],0.8509485094850948
"[1144, 3962]",[1905],0.9242424242424242
"[1144, 2452]",[1905],0.9166666666666666
"[1144, 2862]",[4306],0.8994082840236687
"[1144, 4306]",[1905],0.8870056497175142
"[571, 3282]",[1905],0.8496042216358839
"[1905, 3282]",[571],0.8797814207650273
"[3290, 3938]",[1905],0.9171779141104295
"[798, 2862]",[1905],0.8530701754385965
"[798, 3290]",[2862],0.8988095238095238
"[2862, 3290]",[571],0.8630490956072352
"[571, 3290]",[2862],0.8766404199475065
"[2452, 2862, 3290]",[1905],0.9123867069486404
"[2452, 2862, 4306]",[1905],0.9059304703476483
"[2452, 3290, 4306]",[2862],0.9310344827586207
"[2862, 3290, 4306]",[1905],0.8849557522123894
"[571, 2862, 3290]",[4306],0.8922155688622755
"[571, 2862, 4306]",[1905],0.8682505399568035
"[571, 3290, 4306]",[2862],0.9254658385093167
"[1905, 2862, 3290]",[2452],0.9041916167664671
"[1905, 3290, 4306]",[2862],0.9259259259259259
"[1905, 2452, 3290]",[2862],0.9041916167664671
"[1744, 1905]",[2862],0.8402061855670103
"[1744, 3860]",[1905],0.9141104294478528
"[1744, 3938]",[1905],0.9085365853658537
"[1744, 3624]",[1905],0.9240121580547113
"[1744, 4432]",[1905],0.8961424332344213
"[1744, 2862]",[1905],0.8670212765957447
"[607, 4306]",[1905],0.8932461873638344
"[1905, 2391]",[1962],0.864321608040201
"[2391, 2782]",[1905],0.9363636363636364
"[2391, 3624]",[1905],0.9126506024096386
"[1962, 2391]",[1905],0.8981723237597912
"[1905, 2391, 2452]",[3962],0.8892215568862275
"[1905, 2391, 3962]",[1962],0.8895522388059701
"[2391, 2452, 3962]",[1905],0.9519230769230769
"[1905, 1962, 2391]",[3860],0.8982558139534884
"[1905, 1962, 3962]",[2452],0.8924485125858124
"[1962, 2391, 3962]",[1905],0.9490445859872612
"[1905, 2391, 3860]",[1962],0.9008746355685131
"[1905, 2391, 3938]",[1962],0.9063444108761329
"[1905, 3860, 3938]",[3962],0.8684807256235828
"[2391, 3860, 3938]",[1905],0.9465408805031447
"[1905, 1962, 3938]",[2452],0.871264367816092
"[1962, 2391, 3938]",[1905],0.9287925696594427
"[1962, 2452]",[1905],0.9288702928870293
"[3860, 4306]",[1905],0.9038076152304609
"[1905, 1962, 3860]",[2452],0.8554502369668247
"[1962, 2391, 3860]",[1905],0.9335347432024169
"[1905, 3860]",[4306],0.8214936247723132
"[1905, 1962]",[2452],0.8473282442748091
"[191, 2452]",[1905],0.9241803278688525
"[1905, 2112]","[2862, 4306]",0.7878787878787878
"[1962, 2112]",[1905],0.9159159159159159
"[1220, 2112]",[1905],0.8964497041420119
"[2112, 2862]",[4306],0.9051282051282051
"[2452, 3624]",[1905],0.9117647058823529
"[1905, 3624]",[2452],0.8840304182509505
"[2372, 2452]",[1905],0.9227642276422764
"[1905, 2372]",[2452],0.8614800759013282
"[1905, 2112, 2452]",[4306],0.8774928774928775
"[1905, 2112, 3938]",[2452],0.9166666666666666
"[1905, 2452, 3938]",[3962],0.8875255623721882
"[2112, 2452, 3938]",[1905],0.939873417721519
"[2112, 2862, 4306]",[1905],0.8838526912181303
"[2862, 3962, 4306]","[1905, 2452]",0.8377192982456141
"[1905, 2112, 2862]",[4306],0.9149560117302052
"[1905, 2112, 3962]",[2452],0.9345238095238095
"[1905, 2862, 3962]",[2452],0.9040511727078892
"[2112, 2452, 3962]",[1905],0.9486404833836858
"[2112, 2452, 4306]",[1905],0.9166666666666666
"[2452, 3962, 4306]",[1905],0.927536231884058
"[1905, 2112, 4306]",[2862],0.9096209912536443
"[2452, 4432]",[1905],0.9129593810444874
"[1905, 2452, 2862]",[4306],0.8754940711462451
"[1905, 2862, 4306]",[2452],0.8669275929549902
"[1905, 4123]",[4306],0.8813131313131313
"[3624, 4123]",[1905],0.9141104294478528
"[1905, 2095]",[4306],0.8561797752808988
"[2095, 4123]",[1905],0.9027355623100304
"[607, 4123]",[4306],0.906060606060606
"[4123, 4306]",[1905],0.8903061224489796
"[4123, 4432]",[1905],0.9074626865671642
"[571, 4123]",[1905],0.8735294117647059
"[1962, 4123]",[1905],0.8944281524926686
"[1905, 3106]",[4306],0.8709677419354839
"[3106, 4306]",[1905],0.8816326530612245
"[1905, 2782, 4123]",[4306],0.934375
"[1905, 2782, 4306]",[2452],0.8620689655172413
"[1905, 4123, 4306]",[3962],0.8739255014326648
"[2782, 4123, 4306]",[1905],0.9228395061728395
"[2152, 4306]",[1905],0.8914549653579676
"[1905, 2452, 4123]",[3962],0.9090909090909091
"[1905, 3962, 4123]",[4306],0.9023668639053254
"[2452, 3962, 4123]",[1905],0.9493670886075949
"[3962, 4123, 4306]",[1905],0.9384615384615385
"[1865, 1905]",[571],0.87
"[1865, 2372]",[1905],0.9176829268292683
"[1865, 4432]",[1905],0.9181818181818182
"[571, 1865]",[1905],0.87
"[457, 2452]",[1905],0.913135593220339
"[457, 1905]",[2452],0.890495867768595
"[1865, 1905, 2452]",[571],0.8781869688385269
"[1865, 1905, 3962]",[2452],0.9242424242424242
"[1865, 2452, 3962]",[1905],0.9442724458204335
"[1865, 1905, 2862]",[2452],0.911042944785276
"[1865, 2452, 2862]",[1905],0.9195046439628483
"[1865, 1905, 4306]",[571],0.8895522388059701
"[1865, 2452, 4306]",[1905],0.9154078549848943
"[571, 4306]",[1905],0.850828729281768
"[571, 1865, 1905]",[2452],0.8908045977011494
"[571, 1865, 4306]",[1905],0.8895522388059701
"[571, 1905, 4306]",[2862],0.8701298701298701
"[571, 1865, 2452]",[1905],0.9171597633136095
"[571, 1905, 2452]",[2862],0.8329853862212944
"[571, 1905]",[4306],0.81195079086116
"[1180, 1905]",[4306],0.8497942386831275
"[1180, 4472]",[1905],0.8945783132530121
"[1905, 4472]",[2452],0.8686131386861314
"[30, 1905]",[2452],0.8245614035087719
"[30, 4472]",[1905],0.9281437125748503
"[2452, 4472]",[1905],0.9177377892030848
"[3860, 4472]",[1905],0.924198250728863
"[1905, 4432]",[2452],0.8504504504504504
"[1905, 2452, 4472]",[4306],0.8403361344537815
"[1905, 3938, 4472]",[2452],0.8875739644970414
"[2452, 3938, 4472]",[1905],0.9584664536741214
"[1905, 3962, 4472]",[2452],0.9147058823529411
"[2452, 3962, 4472]",[1905],0.948170731707317
"[1905, 4306, 4472]",[2452],0.8955223880597015
"[2452, 4306, 4472]",[1905],0.9316770186335404
"[191, 3825]",[1905],0.939873417721519
"[1905, 3825]",[3860],0.8428571428571429
"[1905, 3427]",[2452],0.8536585365853658
"[3427, 3825]",[1905],0.9409937888198758
"[2152, 3825]",[1905],0.9237804878048781
"[1798, 3825]",[1905],0.9115853658536586
"[1428, 1905]",[4306],0.8368794326241135
"[1428, 3825]",[1905],0.9151515151515152
"[607, 3825]",[1905],0.9274924471299094
"[571, 3825]",[1905],0.9041916167664671
"[3106, 3825]",[1905],0.9205882352941176
"[3825, 3860]",[1905],0.9291338582677166
"[1905, 3825, 3938]",[3860],0.8771929824561403
"[1905, 3825, 3962]",[2452],0.9044776119402985
"[3825, 3938, 3962]",[1905],0.946031746031746
"[1905, 2452, 3825]",[3860],0.8632478632478633
"[2452, 3825, 3962]",[1905],0.9498432601880877
"[2452, 3825, 3938]",[1905],0.9493670886075949
"[1905, 3825, 3860]",[2452],0.8559322033898306
"[3825, 3860, 3938]",[1905],0.9493670886075949
"[1905, 3938]",[3962],0.8536155202821869
"[1220, 1905, 3624]",[2862],0.8151898734177215
"[1220, 1905, 3825]",[4432],0.8649425287356322
"[1220, 3624, 3825]",[1905],0.939873417721519
"[1905, 3624, 3825]",[2452],0.8869047619047619
"[1905, 2452, 3624]",[4306],0.832258064516129
"[2452, 3624, 3825]",[1905],0.9400630914826499
"[1905, 2862, 3825]",[4306],0.8985074626865671
"[1905, 3825, 4306]",[2862],0.8674351585014409
"[2862, 3825, 4306]",[1905],0.940625
"[1905, 2372, 3825]",[1220],0.8735294117647059
"[1905, 2372, 4432]",[2452],0.8752886836027713
"[1905, 3825, 4432]",[2452],0.8645533141210374
"[2372, 3825, 4432]",[1905],0.9400630914826499
"[1220, 1905, 2372]",[4432],0.883248730964467
"[1220, 2372, 3825]",[1905],0.9369085173501577
"[1220, 2452]",[1905],0.9120879120879121
"[1220, 1905, 3860]",[4432],0.8439897698209718
"[1220, 3825, 3860]",[1905],0.9463722397476341
"[1220, 1905, 4432]",[2452],0.8638613861386139
"[1220, 3825, 4432]",[1905],0.9465408805031447
"[1905, 3860, 4432]",[2452],0.8732394366197183
"[3825, 3860, 4432]",[1905],0.939873417721519
"[1905, 2452, 4432]",[4306],0.836864406779661
"[2452, 3825, 4432]",[1905],0.9404388714733543
"[1905, 2452, 3860]",[4306],0.8282608695652174
"[2452, 3825, 3860]",[1905],0.9558359621451105
"[1905, 2660]",[4306],0.8681592039800995
"[2372, 2660]",[1905],0.9171779141104295
"[2660, 4432]",[1905],0.9033232628398792
"[2660, 4306]",[1905],0.8660049627791563
"[1905, 2660, 2782]",[4306],0.9063444108761329
"[1905, 2660, 4306]",[2862],0.8853868194842407
"[2660, 2782, 4306]",[1905],0.9230769230769231
"[1542, 1905]",[4306],0.8389830508474576
"[1542, 4306]",[1905],0.868421052631579
"[1905, 2452, 2660]",[4306],0.881159420289855
"[1905, 2660, 3962]",[4306],0.8849557522123894
"[2452, 2660, 3962]",[1905],0.934984520123839
"[2660, 3962, 4306]",[1905],0.9174311926605505
"[1905, 2660, 2862]",[4306],0.9251497005988024
"[2452, 2660, 4306]",[1905],0.9156626506024096
"[2660, 2862, 4306]",[1905],0.8778409090909091
"[313, 1905]",[4306],0.8623188405797102
"[313, 2372]",[1905],0.9318885448916409
"[313, 1220]",[1905],0.907185628742515
"[313, 3624]",[1905],0.9228486646884273
"[313, 4306]",[1905],0.8925
"[1180, 4306]",[1905],0.8658280922431866
"[313, 1905, 2452]",[3962],0.8944281524926686
"[313, 1905, 4306]",[2862],0.8599439775910365
"[313, 2452, 4306]",[1905],0.940251572327044
"[313, 1905, 3962]",[4306],0.8895348837209303
"[313, 2452, 3962]",[1905],0.9561128526645768
"[2782, 4306]",[1905],0.9029304029304029
"[313, 1905, 2782]",[4306],0.9194029850746268
"[313, 2782, 4306]",[1905],0.9221556886227545
"[313, 3962, 4306]",[1905],0.9386503067484663
"[313, 1905, 2862]",[4306],0.9274924471299094
"[313, 2862, 4306]",[1905],0.9056047197640118
"[1905, 4043]",[2452],0.8976744186046511
"[2095, 4043]",[1905],0.9195046439628483
"[1798, 4043]",[1905],0.9298780487804879
"[2452, 3925]",[1905],0.916289592760181
"[2452, 4043]",[1905],0.9212410501193318
"[1905, 3925]",[2452],0.8980044345898004
"[2452, 4356]",[1905],0.9134396355353075
"[1905, 4356]",[2452],0.8717391304347826
"[191, 2452, 3962]",[1905],0.943127962085308
"[191, 2452, 4043]",[1905],0.9544072948328267
"[191, 3962, 4043]",[2452],0.9676375404530745
"[2452, 3962, 4043]",[1905],0.9416666666666667
"[191, 2452, 4306]",[1905],0.9330143540669856
"[2452, 4043, 4306]",[1905],0.9340659340659341
"[191, 1905, 4043]",[2452],0.9486404833836858
"[191, 1905, 4306]",[2452],0.9263657957244655
"[1905, 4043, 4306]",[2452],0.9018567639257294
"[191, 1905, 2452]",[4306],0.8647450110864745
"[1905, 2452, 4043]",[4306],0.8808290155440415
"[1905, 2372, 2452]",[4432],0.8348017621145375
"[1905, 2372, 4043]",[2452],0.9230769230769231
"[2372, 2452, 4043]",[1905],0.9404388714733543
"[1905, 3624, 4043]",[2452],0.9373134328358209
"[1905, 3624, 4306]",[2452],0.9
"[3624, 4043, 4306]",[1905],0.943217665615142
"[2452, 3624, 4043]",[1905],0.9457831325301205
"[1905, 4043, 4432]",[2452],0.9289940828402367
"[1905, 4306, 4432]",[2452],0.8758314855875832
"[4043, 4306, 4432]",[1905],0.9347826086956522
"[2452, 4043, 4432]",[1905],0.9373134328358209
"[2452, 3938, 3962]",[1905],0.9293361884368309
"[2452, 3938, 4043]",[1905],0.9525222551928784
"[1905, 3938, 4043]",[2452],0.9277456647398844
"[1905, 3962, 4043]",[2452],0.9237057220708447
"[3938, 3962, 4306]",[1905],0.9229074889867841
"[1905, 3938, 4306]",[3962],0.8952991452991453
"[2782, 3962, 4306]",[1905],0.9383561643835616
"[2782, 4043, 4306]",[1905],0.9442815249266863
"[1905, 2782, 3962]",[4306],0.899343544857768
"[1905, 2782, 4043]",[4306],0.9333333333333333
"[1905, 2782, 2862]",[4306],0.9002123142250531
"[1905, 2862, 4043]",[4306],0.9479768786127167
"[2782, 2862, 4306]",[1905],0.9098712446351931
"[2862, 4043, 4306]",[1905],0.9162011173184358
"[2452, 2782, 4306]",[1905],0.9279475982532751
"[1905, 2452, 2782]",[4306],0.8673469387755102
"[1905, 2782]",[4306],0.8603839441535777
"[3860, 4043, 4306]",[1905],0.9393939393939394
"[2452, 3860, 3962]",[1905],0.9477434679334917
"[2452, 3860, 4043]",[1905],0.9402985074626866
"[1905, 3860, 3962]",[2452],0.8926174496644296
"[1905, 3860, 4043]",[2452],0.9
"[1905, 3860, 4306]",[2452],0.844789356984479
"[1905, 2452, 2862, 4043]",[4306],0.9463722397476341
"[1905, 2452, 2862, 4306]",[571],0.7990970654627539
"[1905, 2452, 4043, 4306]",[3962],0.8970588235294118
"[1905, 2862, 4043, 4306]",[2452],0.9146341463414634
"[2452, 2862, 4043, 4306]",[1905],0.9375
"[2862, 4306]",[1905],0.8602693602693603
"[1905, 2452, 3962, 4043]",[4306],0.8997050147492626
"[1905, 2452, 3962, 4306]",[2862],0.8526785714285714
"[1905, 3962, 4043, 4306]",[2452],0.9186746987951807
"[2452, 3962, 4043, 4306]",[1905],0.941358024691358
"[2452, 3962]",[1905],0.9221453287197232
"[1905, 2452, 3962]",[4306],0.8405253283302064
"[1905, 3962]",[2452],0.8795379537953796
"[2452, 4306]",[1905],0.8977469670710572
"[1905, 2452, 4306]",[2862],0.8552123552123552
"[1905, 4306]",[2452],0.8354838709677419
"[985, 1905]",[2452],0.8714953271028038
"[985, 3925]",[1905],0.9325153374233128
"[985, 1220]",[1905],0.9244712990936556
"[985, 3427]",[1905],0.9307228915662651
"[985, 1962]",[1905],0.9317507418397626
"[985, 2452]",[1905],0.9164619164619164
"[191, 985, 1905]",[2452],0.9196428571428571
"[191, 985, 2452]",[1905],0.9478527607361963
"[985, 1905, 2452]",[4306],0.8471849865951743
"[985, 1905, 3938]",[2452],0.907185628742515
"[985, 1905, 3962]",[2452],0.9096045197740112
"[985, 3938, 3962]",[1905],0.9463722397476341
"[985, 2452, 3938]",[1905],0.9498432601880877
"[985, 1905, 2782]",[2452],0.8964497041420119
"[985, 1905, 4306]",[2452],0.8802228412256268
"[985, 2782, 4306]",[1905],0.940809968847352
"[985, 2452, 2782]",[1905],0.9380804953560371
"[985, 1905, 2862]",[4306],0.9077380952380952
"[985, 2452, 2862]",[1905],0.9380804953560371
"[985, 2862, 4306]",[1905],0.9270516717325228
"[985, 2452, 3962]",[1905],0.9470588235294117
"[985, 2452, 4306]",[1905],0.9321533923303835
"[607, 1202]",[1905],0.8846153846153846
"[1202, 1905]",[4306],0.8333333333333334
"[1202, 3106]",[1905],0.8790560471976401
"[1202, 4306]",[1905],0.8823529411764706
"[1202, 1905, 3962]",[2452],0.9029411764705882
"[1202, 1905, 4306]",[2452],0.863768115942029
"[1202, 3962, 4306]",[1905],0.9341692789968652
"[1202, 1905, 2452]",[4306],0.8394366197183099
"[1202, 2452, 3962]",[1905],0.9388379204892966
"[1202, 1905, 2782]",[4306],0.8768328445747801
"[1202, 2452, 2782]",[1905],0.9316770186335404
