antecedent,consequent,confidence
"[1202, 2782, 4306]",[1905],0.9228395061728395
"[1202, 1905, 2862]",[4306],0.9014925373134328
"[1202, 2452, 2862]",[1905],0.9138461538461539
"[1202, 2862, 4306]",[1905],0.893491124260355
"[1202, 2452, 4306]",[1905],0.9197530864197531
"[30, 2913]",[1905],0.92
"[1905, 2913]",[2452],0.8660287081339713
"[2913, 3860]",[1905],0.9363636363636364
"[886, 1905]",[2862],0.8279816513761468
"[886, 2913]",[1905],0.9009009009009009
"[2913, 4432]",[1905],0.9258160237388724
"[2452, 2913]",[1905],0.9211195928753181
"[1905, 2913, 3962]",[2452],0.9031339031339032
"[1905, 2913, 4306]",[2862],0.887905604719764
"[2913, 3962, 4306]",[1905],0.943217665615142
"[2452, 2913, 3938]",[1905],0.9418960244648318
"[2452, 2913, 3962]",[1905],0.9462686567164179
"[1905, 2913, 3938]",[2452],0.8927536231884058
"[1905, 2452, 2913]",[3938],0.850828729281768
"[1905, 2862, 2913]",[4306],0.8905325443786982
"[2452, 2862, 2913]",[1905],0.9347826086956522
"[2452, 2913, 4306]",[1905],0.9382716049382716
"[2862, 2913, 4306]",[1905],0.9121212121212121
"[2122, 4432]",[1905],0.9195046439628483
"[798, 2122]",[571],0.9223880597014925
"[2122, 2452]",[571],0.9073170731707317
"[1905, 2122, 2452]",[571],0.9173553719008265
"[1905, 2122, 3962]",[571],0.9290123456790124
"[2122, 2452, 3962]",[571],0.9259259259259259
"[571, 2122, 2452]",[1905],0.8951612903225806
"[571, 2452, 3962]",[1905],0.9299065420560748
"[571, 1905, 2122]",[2452],0.9
"[571, 1905, 3962]",[2452],0.8923766816143498
"[175, 1905]",[571],0.8752997601918465
"[175, 571]",[1905],0.8390804597701149
"[571, 1905, 2782]",[2862],0.8646788990825688
"[571, 2122, 2782]",[1905],0.907185628742515
"[1905, 2122, 2782]",[571],0.9409937888198758
"[2122, 2452, 2862]",[4306],0.8724637681159421
"[571, 1905, 2862]",[4306],0.8777292576419214
"[571, 2122, 2862]",[4306],0.8756906077348067
"[571, 2452, 2862]",[1905],0.9068181818181819
"[1905, 2122, 4306]",[571],0.9235294117647059
"[571, 2122, 4306]",[1905],0.8650137741046832
"[191, 1470]",[2452],0.9490445859872612
"[1470, 2452]",[1905],0.9115479115479116
"[1470, 1905]",[2452],0.8961352657004831
"[1470, 1542]",[1905],0.8862973760932945
"[1470, 1905, 2452]",[4306],0.8463611859838275
"[1470, 1905, 4432]",[2452],0.9143730886850153
"[1470, 2452, 4432]",[1905],0.9522292993630573
"[1470, 1905, 3938]",[2452],0.918918918918919
"[1470, 1905, 3962]",[2452],0.9373219373219374
"[1470, 3938, 3962]",[1905],0.9373040752351097
"[1470, 2452, 3938]",[1905],0.9503105590062112
"[1470, 1905, 2862]",[4306],0.9054878048780488
"[1470, 2452, 2862]",[1905],0.9296636085626911
"[1470, 1905, 4306]",[2452],0.9101449275362319
"[1470, 2862, 4306]",[1905],0.8972809667673716
"[571, 1470, 1905]",[2452],0.9113149847094801
"[571, 1470, 2452]",[1905],0.93125
"[1470, 2452, 3962]",[1905],0.9454022988505747
"[1470, 2452, 4306]",[1905],0.9289940828402367
"[1428, 3427]",[1905],0.9197530864197531
"[607, 1428]",[1905],0.9014925373134328
"[1428, 1798]",[1905],0.8997050147492626
"[1428, 4306]",[1905],0.8784119106699751
"[1428, 1905, 3962]",[2452],0.9147058823529411
"[1428, 1905, 4306]",[2452],0.8700564971751412
"[1428, 3962, 4306]",[1905],0.9283489096573209
"[1428, 1905, 2452]",[4306],0.853185595567867
"[1428, 2452, 3962]",[1905],0.9367469879518072
"[1428, 2782, 2862]",[4306],0.9228395061728395
"[1428, 2782, 4306]",[1905],0.9104477611940298
"[1428, 2862, 4306]",[1905],0.8904899135446686
"[1428, 1905, 2782]",[4306],0.9050445103857567
"[1428, 2452, 2782]",[1905],0.92
"[1428, 1905, 2372]",[4432],0.8988439306358381
"[1428, 2372, 4306]",[1905],0.9369085173501577
"[1905, 2372, 4306]",[2452],0.877030162412993
"[1220, 1428, 1905]",[4432],0.8808139534883721
"[1220, 1428, 2372]",[1905],0.9141104294478528
"[1428, 1905, 3624]",[2452],0.896551724137931
"[1428, 2372, 3624]",[1905],0.9204892966360856
"[1905, 2372, 3624]",[2452],0.8980582524271845
"[1428, 2372, 4432]",[1905],0.9255952380952381
"[1428, 2452, 4432]",[1905],0.9292035398230089
"[2372, 2452, 4432]",[1905],0.9381188118811881
"[1428, 1905, 4432]",[2452],0.8823529411764706
"[1428, 1905, 3860]",[4432],0.8662790697674418
"[1428, 2452, 3860]",[1905],0.9347826086956522
"[1428, 3860, 4432]",[1905],0.9197530864197531
"[1220, 1428, 2452]",[1905],0.9166666666666666
"[1220, 1905, 2452]",[4306],0.8409638554216867
"[1220, 1428, 3624]",[1905],0.9090909090909091
"[1220, 1428, 4432]",[1905],0.9154078549848943
"[1428, 1905, 2862]",[4306],0.911504424778761
"[1428, 2452, 4306]",[1905],0.9112426035502958
"[1428, 2452, 3624]",[1905],0.9122807017543859
"[2452, 3624, 4306]",[1905],0.9236276849642004
"[1428, 3624, 4432]",[1905],0.9136904761904762
"[1905, 3624, 4432]",[2862],0.8201438848920863
"[1428, 4306, 4432]",[1905],0.9020771513353115
"[457, 758]",[1905],0.9174311926605505
"[758, 1905]",[4306],0.8260869565217391
"[758, 3106]",[1905],0.9099099099099099
"[758, 1220]",[1905],0.8997050147492626
"[758, 4306]",[1905],0.9025
"[758, 1905, 2782]",[4306],0.9003021148036254
"[758, 1905, 4306]",[3962],0.889196675900277
"[758, 2782, 4306]",[1905],0.952076677316294
"[758, 1905, 3860]",[3962],0.8820058997050148
"[758, 1905, 3962]",[4306],0.8629032258064516
"[758, 3860, 3962]",[1905],0.943217665615142
"[758, 1905, 2862]",[4306],0.9142011834319527
"[758, 2862, 3962]",[1905],0.9551282051282052
"[758, 2862, 4306]",[1905],0.9169139465875371
"[758, 1905, 1962]",[3938],0.9039039039039038
"[758, 1962, 3962]",[1905],0.9430379746835443
"[758, 1905, 3938]",[3962],0.8985915492957747
"[758, 1962, 3938]",[1905],0.9261538461538461
"[758, 2452, 3962]",[1905],0.9530791788856305
"[758, 3938, 3962]",[1905],0.9410029498525073
"[758, 1905, 2452]",[3962],0.8928571428571429
"[758, 3962, 4306]",[1905],0.9413489736070382
"[175, 3938]",[1905],0.9197530864197531
"[175, 2372]",[1905],0.9272727272727272
"[175, 1905, 2452]",[571],0.8983516483516484
"[175, 1905, 3962]",[571],0.9115853658536586
"[175, 2452, 3962]",[1905],0.9472049689440993
"[175, 571, 1905]",[2862],0.8684931506849315
"[175, 571, 3962]",[1905],0.9285714285714286
"[798, 1905]",[2862],0.8781038374717833
"[175, 457, 1905]",[571],0.9113149847094801
"[175, 457, 2452]",[1905],0.934375
"[457, 1905, 2452]",[2862],0.839907192575406
"[175, 457, 571]",[1905],0.9030303030303031
"[457, 571, 1905]",[2452],0.8994974874371859
"[175, 571, 2452]",[1905],0.9134078212290503
"[175, 571, 2782]",[1905],0.8962536023054755
"[175, 1905, 2782]",[571],0.8911174785100286
"[175, 571, 4306]",[2862],0.8857938718662952
"[175, 2862, 4306]",[571],0.8907563025210085
"[175, 571, 2862]",[1905],0.8661202185792349
"[571, 2782, 2862]",[1905],0.8976190476190476
"[175, 1905, 2862]",[571],0.8879551820728291
"[1905, 2862]",[4306],0.8661016949152542
"[2095, 3925]",[1905],0.9230769230769231
"[2452, 3427]",[1905],0.9232613908872902
"[1798, 1905, 2452]",[2862],0.8540145985401459
"[1798, 1905, 3925]",[2452],0.9115853658536586
"[1798, 2452, 3925]",[1905],0.9492063492063492
"[1905, 2452, 3925]",[4306],0.8469135802469135
"[457, 1905, 3925]",[2452],0.9281437125748503
"[457, 2452, 3925]",[1905],0.9393939393939394
"[1905, 1962, 2452]",[3938],0.8536036036036037
"[1905, 1962, 3925]",[2452],0.8994082840236687
"[1962, 2452, 3925]",[1905],0.9440993788819876
"[1905, 2372, 3925]",[2452],0.9005681818181818
"[1905, 3925, 4432]",[2452],0.9155313351498637
"[2372, 3925, 4432]",[1905],0.9535603715170279
"[1905, 3925, 4306]",[2452],0.9050131926121372
"[2372, 3925, 4306]",[1905],0.9475308641975309
"[2372, 2452, 3925]",[1905],0.9434523809523809
"[1905, 3860, 3925]",[2452],0.8941504178272981
"[1905, 3925, 3938]",[2452],0.9147727272727273
"[3860, 3925, 3938]",[1905],0.9612903225806452
"[1905, 3938, 4432]",[2452],0.8852459016393442
"[3925, 3938, 4432]",[1905],0.954983922829582
"[2452, 3925, 3938]",[1905],0.9442815249266863
"[2452, 3925, 4306]",[1905],0.927027027027027
"[2452, 3925, 3962]",[1905],0.936
"[1905, 3925, 3962]",[2452],0.9285714285714286
"[1905, 2782, 3925]",[2452],0.9314285714285714
"[1905, 2782, 4432]",[2452],0.8860465116279069
"[2782, 3925, 4432]",[1905],0.9614147909967846
"[2452, 2782, 3624]",[1905],0.9271844660194175
"[2452, 2782, 3925]",[1905],0.9394812680115274
"[2452, 3624, 3925]",[1905],0.9273743016759777
"[2782, 3624, 3925]",[2452],0.9522292993630573
"[2452, 2862, 3925]",[1905],0.9291784702549575
"[1905, 2862, 3925]",[2452],0.9111111111111111
"[571, 1905, 3925]",[2452],0.9020172910662824
"[571, 3925, 3962]",[1905],0.9430379746835443
"[571, 2862, 3925]",[1905],0.9283489096573209
"[571, 3925, 4306]",[1905],0.9237804878048781
"[571, 2452, 3925]",[1905],0.93993993993994
"[191, 1905, 3925]",[2452],0.924791086350975
"[191, 1905, 4432]",[2452],0.9254498714652957
"[191, 3925, 4432]",[1905],0.9554140127388535
"[191, 1905, 3962]",[2452],0.9544364508393285
"[191, 2452, 3925]",[1905],0.9405099150141643
"[1905, 3624, 3925]",[2452],0.9352112676056338
"[1905, 3624, 3962]",[2452],0.9254079254079254
"[2452, 3624, 3962]",[1905],0.9429928741092637
"[2452, 3624, 4432]","[1905, 2862]",0.7808564231738035
"[2452, 3925, 4432]",[1905],0.9438202247191011
"[3860, 3925, 3962]",[1905],0.9559748427672956
"[3860, 3925, 4432]",[1905],0.9444444444444444
"[3860, 3925, 4306]",[1905],0.9355828220858896
"[2452, 3860, 3925]",[1905],0.9441176470588235
"[1905, 2862, 4432]",[4306],0.8881118881118881
"[2862, 3925, 4432]",[1905],0.946031746031746
"[2452, 3962, 4432]",[1905],0.9427207637231504
"[1905, 3962, 4432]",[2452],0.8997722095671982
"[2452, 4306, 4432]",[1905],0.9316037735849056
"[1905, 2452, 3925, 3962]",[4306],0.8689458689458689
"[1905, 2452, 3925, 4306]",[3962],0.8892128279883382
"[1905, 3925, 3962, 4306]",[2452],0.9270516717325228
"[2452, 3925, 3962, 4306]",[1905],0.941358024691358
"[1905, 2452]",[4306],0.8031007751937984
"[607, 886]",[1905],0.9143730886850153
"[886, 1542]",[1905],0.8975903614457831
"[30, 886]",[1905],0.9093567251461988
"[886, 1180]",[1905],0.8895348837209303
"[886, 2862]",[1905],0.8848039215686274
"[886, 1905, 2452]",[2862],0.8453333333333334
"[886, 1905, 3624]",[2452],0.9088145896656535
"[886, 2452, 3624]",[1905],0.9373040752351097
"[886, 1905, 3860]",[2452],0.8801169590643275
"[886, 2452, 3860]",[1905],0.9647435897435898
"[886, 1905, 4432]",[2372],0.8830409356725146
"[886, 2452, 4432]",[1905],0.9467084639498433
"[886, 1905, 2372]",[2452],0.8753541076487252
"[886, 2372, 4432]",[1905],0.937888198757764
"[886, 1905, 3938]",[2452],0.8872832369942196
"[886, 1905, 3962]",[2452],0.8968481375358166
"[886, 3938, 3962]",[1905],0.940251572327044
"[886, 1905, 4306]",[2862],0.8864265927977839
"[886, 3962, 4306]",[1905],0.9327217125382263
"[886, 2452, 3962]",[1905],0.9513677811550152
"[886, 1905, 2782]",[4306],0.8942857142857142
"[886, 2452, 2782]",[1905],0.9447852760736196
"[886, 1905, 2862]",[2452],0.8781163434903048
"[886, 2782, 2862]",[1905],0.9331306990881459
"[886, 2782, 4306]",[1905],0.9427710843373494
"[886, 2452, 3938]",[1905],0.941717791411043
"[886, 2372, 4306]",[1905],0.9411764705882353
"[886, 2372, 2862]",[1905],0.9226006191950464
"[1905, 2372, 2862]",[2452],0.8862559241706162
"[886, 2372, 2452]",[1905],0.9478527607361963
"[571, 886, 1905]",[2862],0.8685714285714285
"[571, 886, 2452]",[1905],0.9386503067484663
"[571, 886, 2862]",[1905],0.9101796407185628
"[886, 2452, 2862]",[1905],0.9323529411764706
"[886, 2862, 4306]",[1905],0.9014084507042254
"[3427, 4356]",[1905],0.9430379746835443
"[30, 3427]",[1905],0.9323076923076923
"[1180, 3427]",[1905],0.9141104294478528
"[1542, 3427]",[1905],0.9085365853658537
"[2095, 3427]",[1905],0.9171597633136095
"[191, 1905, 3427]",[2452],0.9255952380952381
"[1905, 3427, 3962]",[2452],0.89501312335958
"[191, 2452, 3427]",[1905],0.9452887537993921
"[2452, 3427, 3962]",[1905],0.9393939393939394
"[1905, 2452, 3427]",[3962],0.8857142857142857
"[1905, 3427, 3624]",[2452],0.9107142857142857
"[2452, 3427, 3624]",[1905],0.9444444444444444
"[1905, 3106, 3427]",[4306],0.8931750741839762
"[1905, 3106, 4306]",[2862],0.8680555555555556
"[1905, 3427, 4306]",[3962],0.8783068783068783
"[3106, 3427, 4306]",[1905],0.940625
"[1905, 2372, 3427]",[2452],0.8956521739130435
"[2372, 3427, 4306]",[1905],0.952076677316294
"[1905, 2372, 3962]",[2452],0.9004739336492891
"[2372, 3427, 3962]",[1905],0.9525316455696202
"[1905, 3427, 4432]",[2452],0.8950276243093923
"[2372, 3427, 4432]",[1905],0.94375
"[2372, 2452, 3427]",[1905],0.944954128440367
"[1905, 1962, 3427]",[2452],0.8739255014326648
"[1905, 1962, 4432]",[2452],0.8709677419354839
"[1962, 3427, 4432]",[1905],0.954983922829582
"[1905, 1962, 4306]",[3938],0.8534883720930233
"[1962, 3427, 4306]",[1905],0.946031746031746
"[1905, 3427, 3860]",[2452],0.8661202185792349
"[1962, 3427, 3860]",[1905],0.9462025316455697
"[1962, 3427, 3962]",[1905],0.9472049689440993
"[1962, 2452, 3427]",[1905],0.9472049689440993
"[1905, 2782, 3427]",[2862],0.8389830508474576
"[2782, 3427, 4432]",[1905],0.9676375404530745
"[2782, 3427, 3962]",[1905],0.953416149068323
"[2452, 2782, 3427]",[1905],0.9573170731707317
"[2782, 3427, 4306]",[1905],0.954954954954955
"[1905, 2862, 3427]",[4306],0.9085714285714286
"[2782, 2862, 3427]",[1905],0.954983922829582
"[2862, 3427, 3962]",[1905],0.9528301886792453
"[2452, 2862, 3427]",[1905],0.9476923076923077
"[2862, 3427, 4306]",[1905],0.9408284023668639
"[1905, 3427, 3938]",[3962],0.9108635097493036
"[3427, 3938, 4432]",[1905],0.9583333333333334
"[3427, 3860, 3938]",[1905],0.9498432601880877
"[3427, 3938, 3962]",[1905],0.9423631123919308
"[3427, 3962, 4306]",[1905],0.9512893982808023
"[1905, 2452, 3427, 3938]",[3962],0.93125
"[1905, 2452, 3427, 3962]",[4306],0.8797653958944281
"[1905, 2452, 3938, 3962]",[4306],0.8732718894009217
"[1905, 3427, 3938, 3962]",[2452],0.9113149847094801
"[2452, 3427, 3938, 3962]",[1905],0.946031746031746
"[3427, 3860, 4432]",[1905],0.9447852760736196
"[3427, 4306, 4432]",[1905],0.9571865443425076
"[2452, 3427, 4432]",[1905],0.9501466275659824
"[2452, 3427, 3860]",[1905],0.9434523809523809
"[3427, 3860, 4306]",[1905],0.93993993993994
"[1905, 2452, 3427, 4306]",[3962],0.9259259259259259
"[1905, 3427, 3962, 4306]",[2452],0.9036144578313253
"[2452, 3427, 3962, 4306]",[1905],0.9554140127388535
"[1905, 3605]",[2452],0.8835616438356164
"[2452, 3605]",[1905],0.8937644341801386
"[1962, 3605]",[1905],0.9259259259259259
"[1798, 3605]",[1905],0.9186746987951807
"[2452, 3605, 4306]",[1905],0.9216216216216216
"[3605, 3938, 3962]",[2452],0.9159159159159159
"[1905, 3605, 3938]",[2452],0.9117647058823529
"[1905, 3605, 4306]",[2452],0.8926701570680629
"[1905, 3605, 3962]",[2452],0.907103825136612
"[2452, 3605, 3962]",[1905],0.9299719887955182
"[1905, 2452, 3605]",[4306],0.8811369509043928
"[571, 2452, 3605]",[2862],0.8761061946902655
"[571, 2862, 3605]",[2452],0.8813056379821959
"[2862, 3605, 4306]",[1905],0.9059139784946236
"[1905, 2862, 3605]",[4306],0.9207650273224044
"[1905, 2782, 3605]",[2452],0.8977900552486188
"[2782, 2862, 3605]",[2452],0.8942857142857142
"[1905, 2782, 2862, 3605]",[4306],0.9375
"[1905, 2782, 2862, 4306]",[2452],0.8891509433962265
"[1905, 2782, 3605, 4306]",[2862],0.9118541033434651
"[1905, 2862, 3605, 4306]",[2452],0.8991097922848664
"[2782, 2862, 3605, 4306]",[1905],0.9433962264150944
"[1905, 2452, 3605, 3962]",[4306],0.9066265060240963
"[1905, 2452, 3605, 4306]",[2862],0.8885630498533724
"[1905, 3605, 3962, 4306]",[2452],0.9121212121212121
"[2452, 3605, 3962, 4306]",[1905],0.940625
"[1905, 2452, 2862, 3605]",[4306],0.926605504587156
"[2452, 2862, 3605, 4306]",[1905],0.9294478527607362
"[457, 2095]",[1905],0.9252336448598131
"[1180, 2095]",[1905],0.8978978978978979
"[1798, 2095]",[1905],0.9069767441860465
"[2095, 4306]",[1905],0.9071428571428571
"[1905, 2095, 2452]",[4306],0.8643617021276596
"[1905, 2095, 3624]",[2452],0.9141104294478528
"[2095, 2452, 3624]",[1905],0.9371069182389937
"[1905, 2095, 3938]",[3860],0.8862973760932945
"[2095, 2452, 3938]",[1905],0.9528301886792453
"[1905, 2095, 3962]",[2452],0.8937329700272479
"[2095, 3938, 3962]",[1905],0.95
"[1905, 2095, 4306]",[2452],0.8530183727034121
"[2095, 3938, 4306]",[1905],0.9439252336448598
"[1905, 2095, 3860]",[4306],0.8820375335120644
"[2095, 3860, 3938]",[1905],0.9440993788819876
"[1905, 1962, 2095]",[3860],0.8892128279883382
"[1962, 2095, 2452]",[1905],0.9490445859872612
"[1962, 2095, 3860]",[1905],0.9298780487804879
"[607, 1905, 2095]",[4306],0.8928571428571429
"[607, 1905, 3860]",[4306],0.8891891891891892
"[607, 2095, 3860]",[1905],0.9252336448598131
"[607, 1905, 4306]",[2862],0.8731707317073171
"[607, 2095, 4306]",[1905],0.9259259259259259
"[1905, 2095, 4432]",[2452],0.8866279069767442
"[2095, 4306, 4432]",[1905],0.9341692789968652
"[2095, 3860, 4432]",[1905],0.9287925696594427
"[2095, 2452, 4432]",[1905],0.9270516717325228
"[1905, 2095, 3106]",[4306],0.8938053097345132
"[2095, 3106, 4306]",[1905],0.926605504587156
"[1905, 2095, 2782]",[4306],0.9202279202279202
"[2095, 2782, 3962]",[1905],0.9493670886075949
"[2095, 2782, 4306]",[1905],0.930835734870317
"[2095, 3860, 4306]",[1905],0.9267605633802817
"[2782, 3860, 4306]",[1905],0.9422110552763819
"[1905, 2782, 3860]",[4306],0.8865248226950354
"[1905, 2095, 2862]",[4306],0.9241573033707865
"[2095, 2862, 4306]",[1905],0.9189944134078212
"[2095, 2452, 4306]",[1905],0.9393063583815029
"[2095, 2452, 3962]",[1905],0.9452449567723343
"[1905, 2862, 3860]",[4306],0.8952380952380953
"[2862, 3860, 4306]",[1905],0.9148418491484185
"[2452, 3860, 4306]",[1905],0.9338235294117647
"[798, 4356]",[2862],0.9141104294478528
"[1542, 4356]",[1905],0.9033232628398792
"[30, 4356]",[1905],0.9223880597014925
"[607, 4356]",[1905],0.9074626865671642
"[191, 1905, 4356]",[2452],0.941717791411043
"[191, 2452, 4356]",[1905],0.959375
"[1905, 2452, 4356]",[2862],0.8478802992518704
"[1220, 1905, 4356]",[3624],0.8849557522123894
"[1220, 2452, 4356]",[1905],0.9433962264150944
"[1220, 3624, 4356]",[1905],0.9404388714733543
"[1905, 3624, 4356]",[2452],0.9083557951482479
"[1905, 1962, 4356]",[2452],0.8982558139534884
"[1905, 3938, 4356]",[2452],0.8947368421052632
"[1962, 3938, 4356]",[1905],0.9680511182108626
"[1905, 1962, 3624]",[2452],0.9134860050890585
"[1962, 3624, 4356]",[1905],0.945859872611465
"[1905, 3860, 4356]",[2452],0.8913649025069638
"[1962, 3860, 4356]",[1905],0.9339622641509434
"[1962, 2452, 4356]",[1905],0.9566563467492261
"[1180, 1905, 2782]",[4306],0.8844221105527639
"[1180, 1905, 4356]",[2452],0.8911764705882353
"[1180, 2782, 4356]",[1905],0.9195046439628483
"[1905, 2782, 4356]",[2862],0.8809523809523809
"[1180, 1905, 2452]",[4306],0.8646080760095012
"[1180, 2452, 4356]",[1905],0.9181818181818182
"[1905, 3624, 3938]",[2452],0.9099756690997567
"[3624, 3938, 4356]",[1905],0.9617834394904459
"[1905, 4356, 4432]",[2452],0.894878706199461
"[3938, 4356, 4432]",[1905],0.9558359621451105
"[1905, 2372, 3938]",[2452],0.8883610451306413
"[1905, 2372, 4356]",[2452],0.8966480446927374
"[2372, 3938, 4356]",[1905],0.9529780564263323
"[3860, 3938, 4356]",[1905],0.9566563467492261
"[1905, 2782, 3938]",[2452],0.8838268792710706
"[2782, 3938, 4356]",[1905],0.9504643962848297
"[2862, 3938, 4306]",[1905],0.9252336448598131
"[2862, 4306, 4356]",[1905],0.8992042440318302
"[1905, 4306, 4356]",[2862],0.8944591029023746
"[2452, 2862, 4356]",[1905],0.9164420485175202
"[2452, 3938, 4356]",[1905],0.95
"[1905, 2862, 3938]",[4306],0.8878923766816144
"[1905, 2862, 4356]",[2452],0.8923884514435696
"[2452, 3962, 4356]",[1905],0.9361111111111111
"[1905, 3962, 4356]",[2452],0.9108108108108108
"[1905, 3624, 3860]",[2452],0.906801007556675
"[3624, 3860, 4356]",[1905],0.9493670886075949
"[2782, 3860, 4356]",[1905],0.9470404984423676
"[3860, 4356, 4432]",[1905],0.9382716049382716
"[2862, 3860, 4356]",[1905],0.9292307692307692
"[3860, 3962, 4356]",[1905],0.941717791411043
"[3860, 4306, 4356]",[1905],0.9263803680981595
"[2452, 3860, 4356]",[1905],0.9495548961424333
"[1905, 2372, 2782]",[2452],0.8848920863309353
"[2372, 2782, 4356]",[1905],0.9418960244648318
"[2372, 4306, 4356]",[1905],0.9357798165137615
"[2372, 2452, 3624]",[1905],0.9414758269720102
